"111391";"Boj o svobodu";"Mark Keating";"Talpress";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111391.jpg";"0";"Když byl chlapec, prodal ho otec za čtyři guineje jako otroka řezníkovi. Později, jako námořní zajatec, se stal znovu otrokem - sluhou kapitána Coxona..."
"111392";"Ten exulant";"Andrew Britton";"Talpress";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111392.jpg";"0";"Složitá zápletka a mrazivá akce, Ten exulant nás zavádí do srdce strašlivého spiknutí, jehož kořeny sahájí do jedné z nejméně stabilních oblastí světa ..."
"111393";"Co nám chybí, když ...";"Jarmila Mandžuková";"Start";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111393.jpg";"0";"Velký úspěch knih Co jíst, když… a Co pít, když…, kterých se dosud prodalo více než 50 000 výtisků přivedl autorku k napsání volného pokračování Co nám chybí, když..."
"111394";"Slovenský jazyk pre 3. ročník základných škôl - Pracovný zošit";"Zuzana Hirschnerová, Rút Adame";"Aitec spol. s.r.o.";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111394.jpg";"0";"Slovenský jazyk pre 3. ročník základných škôl - Pracovný zošit plne korešponduje s učebnicou Slovenský jazyk pre 3. ročník ZŠ, ktorá je víťazom konkurzu Ministerstva školstva, vedy, výskumu a športu SR..."
"111395";"Římské soukromé právo";"Michal Skřejpek";"Aleš Čeněk";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111395.jpg";"0";
"111396";"Mršina";"Rob Thurman";"FANTOM Print";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111396.jpg";"5";"Kdysi, když Kal a jeho bratr Niko pracovali na případu, je stará cikánská královna pořádně podrazila. Sotva se z toho dostali živí. A hádejte, kdo se najednou objevil teď, když se jejich detektivní agentuře moc nedaří, a nabízí jim práci..."
"111400";"Velké dějiny zemí Koruny české - Tematická řada";"Jindřich Francek";"Ladislav Horáček - Paseka";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111400.jpg";"0";"Kniha renomovaného historika Jindřicha Francka, která vychází v tematické řadě Velkých dějin zemí Koruny české, ..."
"102093";"The Left Hand of God";"Paul Hoffman";"Penguin Books";"2011";"http://www.martinus.sk/data/tovar/_m/102/m102093.jpg";"0";"Where children endure brutal cruelty and violence in the name of the One True Faith. Lost in the Sanctuary's huge maze of corridors is a boy: his age uncertain, his real name unknown. They call him Cale..."
"107775";"New Matrix - Intermediate - Workbook";"Gude Wildman";"Oxford University Press";"2007";"http://www.martinus.sk/data/tovar/_m/107/m107775.jpg";"0";
"107776";"New Matrix - Intermediate - Student's Book";;"Oxford University Press";"2006";"http://www.martinus.sk/data/tovar/_m/107/m107776.jpg";"0";
